diseaseId,geneId,geneSymbol,DSI,DPI,diseaseName,diseaseType,diseaseClass,diseaseSemanticType,score,EI,Gene_Description,PsychiatricDisorder,diseaseClassNameMSH,doClassId,doClassName,umlsSemanticTypeId,umlsSemanticTypeName,HGNC.ID,Approved.name,Ensembl.gene.ID
C0036341,10194,TSHZ1,0.621,0.552,SCHIZOPHRENIA,DISEASE,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.02,0.5,"ATP-BINDING CASSETTE, SUB-FAMILY A (ABC1), MEMBER 1",SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:29,ATP BINDING CASSETTE SUBFAMILY A MEMBER 1,ENSG00000165029
C0036341,10215,OLIG2,0.621,0.379,SCHIZOPHRENIA,DISEASE,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.38,0.6,"ATP-BINDING CASSETTE, SUB-FAMILY A (ABC1), MEMBER 1",SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:29,ATP BINDING CASSETTE SUBFAMILY A MEMBER 1,ENSG00000165029
C0033975,10215,OLIG2,0.621,0.379,PSYCHOTIC DISORDERS,GROUP,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.31,1,"ATP-BINDING CASSETTE, SUB-FAMILY B (MDR/TAP), MEMBER 1",SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:40,ATP BINDING CASSETTE SUBFAMILY B MEMBER 1,ENSG00000085563
C0740858,10215,OLIG2,0.621,0.379,SUBSTANCE ABUSE PROBLEM,DISEASE,C25;F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.01,1,ASTROTACTIN 1,ALCOHOL USE DISORDERS,MENTAL DISORDERS; SUBSTANCE-RELATED DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:773,ASTROTACTIN 1,ENSG00000152092
C0033975,10238,DCAF7,0.667,0.517,PSYCHOTIC DISORDERS,GROUP,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.01,1,"ATP-BINDING CASSETTE, SUB-FAMILY B (MDR/TAP), MEMBER 1",SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:40,ATP BINDING CASSETTE SUBFAMILY B MEMBER 1,ENSG00000085563
C0036341,10238,DCAF7,0.667,0.517,SCHIZOPHRENIA,DISEASE,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.01,1,"ATP-BINDING CASSETTE, SUB-FAMILY A (ABC1), MEMBER 1",SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:29,ATP BINDING CASSETTE SUBFAMILY A MEMBER 1,ENSG00000165029
C0005586,10255,HCG9,0.743,0.345,DEPRESSIVE DISORDER,DISEASE,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.33,1,"ATP-BINDING CASSETTE, SUB-FAMILY A (ABC1), MEMBER 13",BIPOLAR DISORDERS AND RELATED DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:14638,ATP BINDING CASSETTE SUBFAMILY A MEMBER 13,ENSG00000179869
C0033975,10255,HCG9,0.743,0.345,PSYCHOTIC DISORDERS,GROUP,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.01,1,"ATP-BINDING CASSETTE, SUB-FAMILY B (MDR/TAP), MEMBER 1",SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:40,ATP BINDING CASSETTE SUBFAMILY B MEMBER 1,ENSG00000085563
C0036341,10255,HCG9,0.743,0.345,SCHIZOPHRENIA,DISEASE,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.01,1,"ATP-BINDING CASSETTE, SUB-FAMILY A (ABC1), MEMBER 1",SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:29,ATP BINDING CASSETTE SUBFAMILY A MEMBER 1,ENSG00000165029
C0041696,10270,AKAP8,0.886,0.103,DEPRESSIVE DISORDER,DISEASE,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.31,1,"ATP-BINDING CASSETTE, SUB-FAMILY B (MDR/TAP), MEMBER 1",DEPRESSIVE DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:40,ATP BINDING CASSETTE SUBFAMILY B MEMBER 1,ENSG00000085563
C1269683,10270,AKAP8,0.886,0.103,DEPRESSIVE DISORDER,DISEASE,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.31,1,"ATP-BINDING CASSETTE, SUB-FAMILY B (MDR/TAP), MEMBER 1",DEPRESSIVE DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:40,ATP BINDING CASSETTE SUBFAMILY B MEMBER 1,ENSG00000085563
C0036341,10279,PRSS16,0.886,0.172,SCHIZOPHRENIA,DISEASE,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.32,0.5,"ATP-BINDING CASSETTE, SUB-FAMILY A (ABC1), MEMBER 1",SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:29,ATP BINDING CASSETTE SUBFAMILY A MEMBER 1,ENSG00000165029
C0525045,10280,SIGMAR1,0.565,0.517,MOOD DISORDERS,GROUP,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.31,1,"ATP-BINDING CASSETTE, SUB-FAMILY G (WHITE), MEMBER 1",DEPRESSIVE DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:73,ATP BINDING CASSETTE SUBFAMILY G MEMBER 1,ENSG00000160179
C1269683,10280,SIGMAR1,0.565,0.517,DEPRESSIVE DISORDER,DISEASE,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.02,1,"ATP-BINDING CASSETTE, SUB-FAMILY B (MDR/TAP), MEMBER 1",DEPRESSIVE DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:40,ATP BINDING CASSETTE SUBFAMILY B MEMBER 1,ENSG00000085563
C0036341,10280,SIGMAR1,0.565,0.517,SCHIZOPHRENIA,DISEASE,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.35,0.5,"ATP-BINDING CASSETTE, SUB-FAMILY A (ABC1), MEMBER 1",SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:29,ATP BINDING CASSETTE SUBFAMILY A MEMBER 1,ENSG00000165029
C0001973,10280,SIGMAR1,0.565,0.517,ALCOHOLIC DISORDER,DISEASE,C25;F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.31,1,"ABO BLOOD GROUP (TRANSFERASE A, ALPHA 1-3-N-ACETYLGALACTOSAMINYLTRANSFERASE; TRANSFERASE B, ALPHA 1-3-GALACTOSYLTRANSFERASE)",ALCOHOL USE DISORDERS,MENTAL DISORDERS; SUBSTANCE-RELATED DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:79,"ABO, ALPHA 1-3-N-ACETYLGALACTOSAMINYLTRANSFERASE AND ALPHA 1-3-GALACTOSYLTRANSFERASE",ENSG00000175164
C0041696,10280,SIGMAR1,0.565,0.517,DEPRESSIVE DISORDER,DISEASE,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.02,1,"ATP-BINDING CASSETTE, SUB-FAMILY B (MDR/TAP), MEMBER 1",DEPRESSIVE DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:40,ATP BINDING CASSETTE SUBFAMILY B MEMBER 1,ENSG00000085563
C0086132,10280,SIGMAR1,0.565,0.517,DEPRESSIVE DISORDER,PHENOTYPE,F01,SIGN OR SYMPTOM,0.01,1,"ATP-BINDING CASSETTE, SUB-FAMILY C (CFTR/MRP), MEMBER 9",DEPRESSIVE DISORDERS,BEHAVIOR AND BEHAVIOR MECHANISMS,DOID:150,DISEASE OF MENTAL HEALTH,T184,SIGN OR SYMPTOM,HGNC:60,ATP BINDING CASSETTE SUBFAMILY C MEMBER 9,ENSG00000069431
C0005586,10280,SIGMAR1,0.565,0.517,DEPRESSIVE DISORDER,DISEASE,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.01,1,"ATP-BINDING CASSETTE, SUB-FAMILY A (ABC1), MEMBER 13",BIPOLAR DISORDERS AND RELATED DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:14638,ATP BINDING CASSETTE SUBFAMILY A MEMBER 13,ENSG00000179869
C0033975,10313,RTN3,0.743,0.276,PSYCHOTIC DISORDERS,GROUP,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.02,0.5,"ATP-BINDING CASSETTE, SUB-FAMILY B (MDR/TAP), MEMBER 1",SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:40,ATP BINDING CASSETTE SUBFAMILY B MEMBER 1,ENSG00000085563
C0036337,10313,RTN3,0.743,0.276,SCHIZOAFFECTIVE DISORDER,DISEASE,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.01,1,ACYL-COA SYNTHETASE LONG-CHAIN FAMILY MEMBER 6,SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:16496,ACYL-COA SYNTHETASE LONG CHAIN FAMILY MEMBER 6,ENSG00000164398
C0036341,10313,RTN3,0.743,0.276,SCHIZOPHRENIA,DISEASE,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.05,0.8,"ATP-BINDING CASSETTE, SUB-FAMILY A (ABC1), MEMBER 1",SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:29,ATP BINDING CASSETTE SUBFAMILY A MEMBER 1,ENSG00000165029
C0036341,10326,SIRPB1,0.928,0.138,SCHIZOPHRENIA,DISEASE,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.34,1,"ATP-BINDING CASSETTE, SUB-FAMILY A (ABC1), MEMBER 1",SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:29,ATP BINDING CASSETTE SUBFAMILY A MEMBER 1,ENSG00000165029
C0001973,10327,AKR1A1,0.538,0.759,ALCOHOLIC DISORDER,DISEASE,C25;F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.4,1,"ABO BLOOD GROUP (TRANSFERASE A, ALPHA 1-3-N-ACETYLGALACTOSAMINYLTRANSFERASE; TRANSFERASE B, ALPHA 1-3-GALACTOSYLTRANSFERASE)",ALCOHOL USE DISORDERS,MENTAL DISORDERS; SUBSTANCE-RELATED DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:79,"ABO, ALPHA 1-3-N-ACETYLGALACTOSAMINYLTRANSFERASE AND ALPHA 1-3-GALACTOSYLTRANSFERASE",ENSG00000175164
C0085762,10327,AKR1A1,0.538,0.759,ALCOHOLIC DISORDER,DISEASE,C25;F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.34,1,"ABO BLOOD GROUP (TRANSFERASE A, ALPHA 1-3-N-ACETYLGALACTOSAMINYLTRANSFERASE; TRANSFERASE B, ALPHA 1-3-GALACTOSYLTRANSFERASE)",ALCOHOL USE DISORDERS,MENTAL DISORDERS; SUBSTANCE-RELATED DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:79,"ABO, ALPHA 1-3-N-ACETYLGALACTOSAMINYLTRANSFERASE AND ALPHA 1-3-GALACTOSYLTRANSFERASE",ENSG00000175164
C0036341,10327,AKR1A1,0.538,0.759,SCHIZOPHRENIA,DISEASE,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.31,1,"ATP-BINDING CASSETTE, SUB-FAMILY A (ABC1), MEMBER 1",SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:29,ATP BINDING CASSETTE SUBFAMILY A MEMBER 1,ENSG00000165029
C0001956,10327,AKR1A1,0.538,0.759,ALCOHOLIC DISORDER,DISEASE,C25;F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.04,0.75,"ALCOHOL DEHYDROGENASE 4 (CLASS II), PI POLYPEPTIDE",ALCOHOL USE DISORDERS,MENTAL DISORDERS; SUBSTANCE-RELATED DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:252,"ALCOHOL DEHYDROGENASE 4 (CLASS II), PI POLYPEPTIDE",ENSG00000198099
C0005586,10333,TLR6,0.611,0.621,DEPRESSIVE DISORDER,DISEASE,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.01,1,"ATP-BINDING CASSETTE, SUB-FAMILY A (ABC1), MEMBER 13",BIPOLAR DISORDERS AND RELATED DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:14638,ATP BINDING CASSETTE SUBFAMILY A MEMBER 13,ENSG00000179869
C0036341,10369,CACNG2,0.799,0.103,SCHIZOPHRENIA,DISEASE,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.34,0.6666667,"ATP-BINDING CASSETTE, SUB-FAMILY A (ABC1), MEMBER 1",SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:29,ATP BINDING CASSETTE SUBFAMILY A MEMBER 1,ENSG00000165029
C0036341,10371,SEMA3A,0.604,0.655,SCHIZOPHRENIA,DISEASE,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.32,0.6666667,"ATP-BINDING CASSETTE, SUB-FAMILY A (ABC1), MEMBER 1",SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:29,ATP BINDING CASSETTE SUBFAMILY A MEMBER 1,ENSG00000165029
C0036341,10395,DLC1,0.573,0.655,SCHIZOPHRENIA,DISEASE,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.11,1,"ATP-BINDING CASSETTE, SUB-FAMILY A (ABC1), MEMBER 1",SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:29,ATP BINDING CASSETTE SUBFAMILY A MEMBER 1,ENSG00000165029
C0038586,10397,NDRG1,0.521,0.655,SUBSTANCE USE DISORDERS,GROUP,C25;F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.01,1,TRYPTOPHAN HYDROXYLASE 2,ALCOHOL USE DISORDERS,MENTAL DISORDERS; SUBSTANCE-RELATED DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:20692,TRYPTOPHAN HYDROXYLASE 2,ENSG00000139287
C0036341,10400,PEMT,0.69,0.448,SCHIZOPHRENIA,DISEASE,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.32,0.5,"ATP-BINDING CASSETTE, SUB-FAMILY A (ABC1), MEMBER 1",SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:29,ATP BINDING CASSETTE SUBFAMILY A MEMBER 1,ENSG00000165029
C0036341,10410,IFITM3,0.727,0.379,SCHIZOPHRENIA,DISEASE,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.01,1,"ATP-BINDING CASSETTE, SUB-FAMILY A (ABC1), MEMBER 1",SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:29,ATP BINDING CASSETTE SUBFAMILY A MEMBER 1,ENSG00000165029
C0011581,10411,RAPGEF3,0.663,0.586,DEPRESSIVE DISORDER,DISEASE,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.01,1,ALPHA-2-MACROGLOBULIN,DEPRESSIVE DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:7,ALPHA-2-MACROGLOBULIN,ENSG00000175899
C0011570,10411,RAPGEF3,0.663,0.586,DEPRESSIVE DISORDER,DISEASE,F01,MENTAL OR BEHAVIORAL DYSFUNCTION,0.01,1,ALPHA-2-MACROGLOBULIN,DEPRESSIVE DISORDERS,BEHAVIOR AND BEHAVIOR MECHANISMS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:7,ALPHA-2-MACROGLOBULIN,ENSG00000175899
C0001973,10420,TESK2,0.928,0.138,ALCOHOLIC DISORDER,DISEASE,C25;F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.31,1,"ABO BLOOD GROUP (TRANSFERASE A, ALPHA 1-3-N-ACETYLGALACTOSAMINYLTRANSFERASE; TRANSFERASE B, ALPHA 1-3-GALACTOSYLTRANSFERASE)",ALCOHOL USE DISORDERS,MENTAL DISORDERS; SUBSTANCE-RELATED DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:79,"ABO, ALPHA 1-3-N-ACETYLGALACTOSAMINYLTRANSFERASE AND ALPHA 1-3-GALACTOSYLTRANSFERASE",ENSG00000175164
C0001973,10438,C1D,0.773,0.276,ALCOHOLIC DISORDER,DISEASE,C25;F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.31,1,"ABO BLOOD GROUP (TRANSFERASE A, ALPHA 1-3-N-ACETYLGALACTOSAMINYLTRANSFERASE; TRANSFERASE B, ALPHA 1-3-GALACTOSYLTRANSFERASE)",ALCOHOL USE DISORDERS,MENTAL DISORDERS; SUBSTANCE-RELATED DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:79,"ABO, ALPHA 1-3-N-ACETYLGALACTOSAMINYLTRANSFERASE AND ALPHA 1-3-GALACTOSYLTRANSFERASE",ENSG00000175164
C0036341,10451,VAV3,0.633,0.483,SCHIZOPHRENIA,DISEASE,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.01,1,"ATP-BINDING CASSETTE, SUB-FAMILY A (ABC1), MEMBER 1",SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:29,ATP BINDING CASSETTE SUBFAMILY A MEMBER 1,ENSG00000165029
C1269683,10452,TOMM40,0.636,0.483,DEPRESSIVE DISORDER,DISEASE,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.31,1,"ATP-BINDING CASSETTE, SUB-FAMILY B (MDR/TAP), MEMBER 1",DEPRESSIVE DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:40,ATP BINDING CASSETTE SUBFAMILY B MEMBER 1,ENSG00000085563
C0011581,10452,TOMM40,0.636,0.483,DEPRESSIVE DISORDER,DISEASE,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.01,1,ALPHA-2-MACROGLOBULIN,DEPRESSIVE DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:7,ALPHA-2-MACROGLOBULIN,ENSG00000175899
C0041696,10452,TOMM40,0.636,0.483,DEPRESSIVE DISORDER,DISEASE,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.31,1,"ATP-BINDING CASSETTE, SUB-FAMILY B (MDR/TAP), MEMBER 1",DEPRESSIVE DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:40,ATP BINDING CASSETTE SUBFAMILY B MEMBER 1,ENSG00000085563
C0033975,10452,TOMM40,0.636,0.483,PSYCHOTIC DISORDERS,GROUP,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.01,1,"ATP-BINDING CASSETTE, SUB-FAMILY B (MDR/TAP), MEMBER 1",SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:40,ATP BINDING CASSETTE SUBFAMILY B MEMBER 1,ENSG00000085563
C0011570,10452,TOMM40,0.636,0.483,DEPRESSIVE DISORDER,DISEASE,F01,MENTAL OR BEHAVIORAL DYSFUNCTION,0.01,1,ALPHA-2-MACROGLOBULIN,DEPRESSIVE DISORDERS,BEHAVIOR AND BEHAVIOR MECHANISMS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:7,ALPHA-2-MACROGLOBULIN,ENSG00000175899
C0005586,10462,CLEC10A,0.685,0.448,DEPRESSIVE DISORDER,DISEASE,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.32,1,"ATP-BINDING CASSETTE, SUB-FAMILY A (ABC1), MEMBER 13",BIPOLAR DISORDERS AND RELATED DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:14638,ATP BINDING CASSETTE SUBFAMILY A MEMBER 13,ENSG00000179869
C0036341,10462,CLEC10A,0.685,0.448,SCHIZOPHRENIA,DISEASE,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.02,1,"ATP-BINDING CASSETTE, SUB-FAMILY A (ABC1), MEMBER 1",SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:29,ATP BINDING CASSETTE SUBFAMILY A MEMBER 1,ENSG00000165029
C0036341,10518,CIB2,0.567,0.724,SCHIZOPHRENIA,DISEASE,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.11,1,"ATP-BINDING CASSETTE, SUB-FAMILY A (ABC1), MEMBER 1",SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:29,ATP BINDING CASSETTE SUBFAMILY A MEMBER 1,ENSG00000165029
C0011581,10522,DEAF1,0.6,0.552,DEPRESSIVE DISORDER,DISEASE,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.31,1,ALPHA-2-MACROGLOBULIN,DEPRESSIVE DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:7,ALPHA-2-MACROGLOBULIN,ENSG00000175899
C0525045,10522,DEAF1,0.6,0.552,MOOD DISORDERS,GROUP,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.01,1,"ATP-BINDING CASSETTE, SUB-FAMILY G (WHITE), MEMBER 1",DEPRESSIVE DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:73,ATP BINDING CASSETTE SUBFAMILY G MEMBER 1,ENSG00000160179
C0011570,10522,DEAF1,0.6,0.552,DEPRESSIVE DISORDER,DISEASE,F01,MENTAL OR BEHAVIORAL DYSFUNCTION,0.31,1,ALPHA-2-MACROGLOBULIN,DEPRESSIVE DISORDERS,BEHAVIOR AND BEHAVIOR MECHANISMS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:7,ALPHA-2-MACROGLOBULIN,ENSG00000175899
C1269683,10522,DEAF1,0.6,0.552,DEPRESSIVE DISORDER,DISEASE,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.31,1,"ATP-BINDING CASSETTE, SUB-FAMILY B (MDR/TAP), MEMBER 1",DEPRESSIVE DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:40,ATP BINDING CASSETTE SUBFAMILY B MEMBER 1,ENSG00000085563
